Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Volume,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
2026-01-06,ICICIBANK,EQ,1371.5,1372.0,1413.6,1366.0,1409.9,1411.2,1404.16,17260416.0,24236360970.1,338562.0,"1,19,08,090",68.99
2026-01-07,ICICIBANK,EQ,1411.2,1408.0,1429.9,1404.2,1425.6,1427.7,1421.98,15813795.0,22486967388.8,263196.0,"1,21,27,276",76.69
2026-01-08,ICICIBANK,EQ,1427.7,1429.0,1442.2,1423.3,1434.9,1435.0,1435.94,14861699.0,21340484627.5,290412.0,"1,05,79,816",71.19
2026-01-09,ICICIBANK,EQ,1435.0,1427.1,1429.5,1401.5,1405.0,1404.3,1407.82,12555636.0,17676064959.3,176569.0,"89,94,277",71.64
2026-01-12,ICICIBANK,EQ,1404.3,1399.9,1424.3,1391.7,1420.0,1413.1,1409.1,10923811.0,15392757596.1,213429.0,"73,93,741",67.68
2026-01-13,ICICIBANK,EQ,1413.1,1420.0,1441.8,1411.1,1436.5,1437.0,1432.77,14295581.0,20482294150.0,324654.0,"76,60,517",53.59
2026-01-14,ICICIBANK,EQ,1437.0,1425.6,1443.9,1414.9,1416.6,1418.4,1425.59,13832255.0,19719079329.9,258446.0,"78,06,913",56.44
2026-01-15,ICICIBANK,EQ,1437.0,1425.6,1443.9,1414.9,1416.6,1418.4,1425.59,13832255.0,19719079329.9,258446.0,"78,06,913",56.44
2026-01-16,ICICIBANK,EQ,1418.4,1417.9,1429.0,1400.2,1413.0,1410.8,1413.4,12530886.0,17711165102.7,310123.0,"86,85,738",69.31
2026-01-19,ICICIBANK,EQ,1410.8,1399.9,1400.0,1360.0,1377.7,1380.6,1374.22,23302883.0,32023323446.3,443246.0,"1,50,34,912",64.52
2026-01-20,ICICIBANK,EQ,1380.6,1374.7,1387.8,1371.5,1375.6,1375.8,1380.38,15012785.0,20723399138.7,348185.0,"93,17,390",62.06
2026-01-21,ICICIBANK,EQ,1375.8,1367.5,1371.5,1339.5,1346.9,1349.0,1353.06,21766068.0,29450824904.3,325494.0,"1,24,37,359",57.14
2026-01-22,ICICIBANK,EQ,1349.0,1355.1,1358.0,1338.0,1347.0,1345.5,1345.43,17179765.0,23114175406.1,376183.0,"96,88,821",56.4
2026-01-23,ICICIBANK,EQ,1345.5,1340.5,1355.2,1335.7,1346.0,1343.4,1345.35,14056524.0,18910909222.0,266966.0,"96,21,091",68.45
2026-01-26,ICICIBANK,EQ,1345.5,1340.5,1355.2,1335.7,1346.0,1343.4,1345.35,14056524.0,18910909222.0,266966.0,"96,21,091",68.45
2026-01-27,ICICIBANK,EQ,1343.4,1340.0,1369.1,1328.6,1367.1,1361.4,1351.83,25263634.0,34152185794.4,397382.0,"1,46,68,037",58.06
2026-01-28,ICICIBANK,EQ,1361.4,1362.6,1380.4,1362.6,1368.3,1367.7,1369.75,13242696.0,18139117842.7,214114.0,"1,00,32,094",75.76
2026-01-29,ICICIBANK,EQ,1367.7,1359.0,1387.7,1354.4,1385.0,1383.6,1375.36,23118234.0,31795880950.8,316133.0,"1,59,57,952",69.03
2026-01-30,ICICIBANK,EQ,1383.6,1368.2,1381.9,1353.2,1357.0,1355.0,1365.39,24013717.0,32788049343.3,174668.0,"1,63,16,633",67.95
2026-02-02,ICICIBANK,EQ,1334.2,1329.9,1354.4,1329.1,1351.0,1352.8,1345.43,12800245.0,17221871131.7,296520.0,"95,46,419",74.58
2026-02-03,ICICIBANK,EQ,1352.8,1412.0,1417.0,1373.4,1388.0,1389.7,1391.76,24896698.0,34650222974.7,362321.0,"1,60,91,194",64.63
2026-02-04,ICICIBANK,EQ,1389.7,1387.0,1414.0,1386.9,1406.1,1408.4,1406.84,11080683.0,15588750561.4,191128.0,"71,68,642",64.69
2026-02-05,ICICIBANK,EQ,1408.4,1414.0,1414.0,1393.2,1394.6,1396.5,1402.07,8982761.0,12594468388.5,179749.0,"46,32,508",51.57
2026-02-06,ICICIBANK,EQ,1396.5,1396.7,1410.5,1394.7,1408.0,1406.1,1402.67,10851190.0,15220680762.5,167764.0,"69,21,748",63.79
2026-02-09,ICICIBANK,EQ,1406.1,1413.5,1414.0,1388.8,1395.1,1396.3,1396.52,7889742.0,11018192537.5,201425.0,"55,73,517",70.64
2026-02-10,ICICIBANK,EQ,1396.3,1401.0,1409.5,1395.5,1404.1,1406.5,1403.57,16497628.0,23155653318.5,290456.0,"93,90,267",56.92
2026-02-11,ICICIBANK,EQ,1406.5,1407.4,1413.0,1400.4,1409.0,1406.1,1405.32,8551341.0,12017347016.7,233720.0,"52,35,374",61.22
2026-02-12,ICICIBANK,EQ,1406.1,1406.1,1433.0,1405.3,1432.0,1430.0,1426.52,19646265.0,28025718740.7,359078.0,"1,16,34,990",59.22
2026-02-13,ICICIBANK,EQ,1430.0,1425.3,1434.4,1410.7,1415.5,1414.6,1417.7,12228083.0,17335809677.4,331274.0,"93,46,512",76.43
2026-02-16,ICICIBANK,EQ,1414.6,1404.0,1414.0,1400.5,1413.0,1411.6,1408.85,5000042.0,7044301759.4,162024.0,"27,63,183",55.26
2026-02-17,ICICIBANK,EQ,1411.6,1406.2,1413.6,1393.6,1405.0,1407.5,1404.65,11756187.0,16513361505.9,181342.0,"42,71,702",36.34
2026-02-18,ICICIBANK,EQ,1407.5,1410.1,1412.3,1398.9,1406.0,1408.2,1403.95,4758071.0,6680116792.3,107958.0,"27,18,133",57.13
2026-02-19,ICICIBANK,EQ,1408.2,1408.5,1412.3,1384.8,1388.7,1388.8,1394.99,14323091.0,19980613931.7,172043.0,"71,45,103",49.89
2026-02-20,ICICIBANK,EQ,1388.8,1388.5,1403.7,1384.0,1394.0,1394.5,1396.03,10337877.0,14432024508.8,125352.0,"66,32,857",64.16
2026-02-23,ICICIBANK,EQ,1394.5,1400.0,1408.3,1395.3,1399.0,1399.4,1400.86,10728445.0,15029032958.6,137169.0,"71,08,232",66.26
2026-02-24,ICICIBANK,EQ,1399.4,1400.9,1400.9,1382.3,1385.5,1384.8,1388.5,18274784.0,25374556219.0,178572.0,"1,07,40,431",58.77
2026-02-25,ICICIBANK,EQ,1384.8,1391.8,1407.4,1388.2,1398.1,1400.5,1399.92,16297015.0,22814495610.0,219690.0,"1,13,72,305",69.78
2026-02-26,ICICIBANK,EQ,1400.5,1405.1,1410.0,1392.1,1401.6,1404.9,1403.62,27288792.0,38303170835.6,275171.0,"1,50,50,672",55.15
2026-02-27,ICICIBANK,EQ,1404.9,1400.0,1402.2,1376.7,1379.4,1378.9,1385.66,15096898.0,20919149418.3,171296.0,"1,15,27,766",76.36
2026-03-02,ICICIBANK,EQ,1378.9,1355.0,1379.2,1355.0,1374.8,1374.0,1369.59,16928683.0,23185356350.4,308886.0,"83,52,909",49.34
2026-03-03,ICICIBANK,EQ,1378.9,1355.0,1379.2,1355.0,1374.8,1374.0,1369.59,16928683.0,23185356350.4,308886.0,"83,52,909",49.34
2026-03-04,ICICIBANK,EQ,1374.0,1326.0,1376.0,1326.0,1368.5,1365.4,1355.31,20009132.0,27118532926.0,502432.0,"1,25,65,957",62.8
2026-03-05,ICICIBANK,EQ,1365.4,1368.9,1370.8,1347.6,1353.3,1357.6,1356.94,17590491.0,23869237214.5,214379.0,"76,33,505",43.4
2026-03-06,ICICIBANK,EQ,1357.6,1339.0,1357.6,1310.4,1315.1,1313.4,1322.85,22778852.0,30132894838.8,396209.0,"1,36,81,690",60.06
2026-03-09,ICICIBANK,EQ,1313.4,1272.7,1282.7,1251.1,1275.0,1278.4,1271.54,16116652.0,20492913753.0,321194.0,"92,26,113",57.25
2026-03-10,ICICIBANK,EQ,1278.4,1287.6,1315.0,1285.6,1312.8,1311.9,1304.25,19136143.0,24958313823.4,318391.0,"91,04,535",47.58
2026-03-11,ICICIBANK,EQ,1311.9,1300.0,1306.5,1290.9,1292.0,1294.6,1297.44,13224259.0,17157729375.1,265729.0,"69,77,904",52.77
2026-03-12,ICICIBANK,EQ,1294.6,1275.7,1280.5,1258.3,1269.9,1266.5,1270.55,19676187.0,24999530425.9,335143.0,"1,02,59,179",52.14
2026-03-13,ICICIBANK,EQ,1266.5,1251.9,1262.3,1248.7,1255.0,1254.8,1254.83,17344394.0,21764218501.6,248517.0,"1,05,65,554",60.92
2026-03-16,ICICIBANK,EQ,1254.8,1255.0,1276.8,1240.1,1267.6,1272.9,1261.0,22740688.0,28675965063.5,264944.0,"1,31,12,471",57.66
2026-03-17,ICICIBANK,EQ,1272.9,1278.9,1294.4,1273.0,1287.0,1288.7,1285.58,22303102.0,28672515530.3,242007.0,"96,99,357",43.49
2026-03-18,ICICIBANK,EQ,1288.7,1286.0,1297.1,1270.8,1292.0,1289.3,1287.83,12961135.0,16691703269.0,224259.0,"80,74,954",62.3
2026-03-19,ICICIBANK,EQ,1289.3,1267.6,1285.9,1243.7,1259.7,1250.1,1258.87,14422899.0,18156625895.6,285591.0,"65,90,960",45.7
2026-03-20,ICICIBANK,EQ,1250.1,1258.4,1274.0,1241.7,1249.8,1245.4,1256.05,16421006.0,20625609488.5,320542.0,"1,16,85,036",71.16
2026-03-23,ICICIBANK,EQ,1245.4,1226.6,1234.9,1218.1,1225.0,1222.7,1225.36,17049534.0,20891771051.1,279421.0,"1,16,39,598",68.27
2026-03-24,ICICIBANK,EQ,1222.7,1237.1,1253.9,1223.7,1252.6,1251.2,1242.48,20617782.0,25617206863.5,241682.0,"1,14,75,766",55.66
2026-03-25,ICICIBANK,EQ,1251.2,1258.9,1272.9,1254.4,1258.4,1259.7,1262.48,17290030.0,21828349228.1,245636.0,"86,56,583",50.07
2026-03-26,ICICIBANK,EQ,1251.2,1258.9,1272.9,1254.4,1258.4,1259.7,1262.48,17290030.0,21828349228.1,245636.0,"86,56,583",50.07
2026-03-27,ICICIBANK,EQ,1259.7,1256.0,1260.9,1230.1,1237.9,1233.8,1241.91,23630905.0,29347500695.0,280968.0,"1,68,67,704",71.38
2026-03-30,ICICIBANK,EQ,1233.8,1216.5,1222.6,1200.4,1211.8,1205.9,1211.37,23952775.0,29015783813.0,224335.0,"93,92,575",39.21
2026-03-31,ICICIBANK,EQ,1233.8,1216.5,1222.6,1200.4,1211.8,1205.9,1211.37,23952775.0,29015783813.0,224335.0,"93,92,575",39.21
2026-04-01,ICICIBANK,EQ,1205.9,1228.1,1234.0,1210.0,1213.0,1212.7,1219.58,25472333.0,31065455922.5,256306.0,"1,67,73,079",65.85
2026-04-02,ICICIBANK,EQ,1212.7,1196.0,1222.1,1187.6,1216.5,1215.8,1204.91,20851722.0,25124402749.5,346186.0,"96,40,544",46.23
2026-04-03,ICICIBANK,EQ,1212.7,1196.0,1222.1,1187.6,1216.5,1215.8,1204.91,20851722.0,25124402749.5,346186.0,"96,40,544",46.23
2026-04-06,ICICIBANK,EQ,1215.8,1213.0,1234.4,1200.5,1228.6,1231.4,1218.09,10058414.0,12252023145.8,131870.0,"58,72,971",58.39
2026-04-07,ICICIBANK,EQ,1231.4,1229.0,1250.4,1216.6,1248.5,1245.5,1235.01,25600557.0,31617031068.7,212038.0,"1,58,05,155",61.74
2026-04-08,ICICIBANK,EQ,1245.5,1310.0,1333.5,1292.4,1309.1,1309.2,1307.02,25148651.0,32869793000.9,267068.0,"1,47,46,595",58.64
2026-04-09,ICICIBANK,EQ,1309.2,1299.9,1308.0,1275.9,1283.5,1281.3,1287.04,22923062.0,29502799668.9,295814.0,"1,03,38,289",45.1
2026-04-10,ICICIBANK,EQ,1281.3,1289.0,1324.0,1288.5,1322.8,1321.9,1317.23,18174755.0,23940399460.2,265455.0,"1,06,95,254",58.85
2026-04-13,ICICIBANK,EQ,1321.9,1304.9,1357.0,1296.7,1347.0,1351.1,1336.01,30572141.0,40844687271.3,391182.0,"1,88,70,489",61.72
2026-04-14,ICICIBANK,EQ,1321.9,1304.9,1357.0,1296.7,1347.0,1351.1,1336.01,30572141.0,40844687271.3,391182.0,"1,88,70,489",61.72
2026-04-15,ICICIBANK,EQ,1351.1,1358.0,1364.8,1338.0,1347.0,1348.1,1348.45,23827473.0,32130112128.2,367877.0,"1,32,38,363",55.56
2026-04-16,ICICIBANK,EQ,1348.1,1352.0,1366.9,1340.2,1343.9,1345.5,1351.63,24017236.0,32462401733.8,369800.0,"72,48,933",30.18
2026-04-17,ICICIBANK,EQ,1345.5,1347.0,1352.9,1334.0,1352.8,1346.8,1341.32,18151993.0,24347556255.2,212763.0,"1,07,17,365",59.04
2026-04-20,ICICIBANK,EQ,1346.8,1364.7,1376.4,1353.0,1354.3,1356.2,1362.59,21551520.0,29365907872.8,320334.0,"1,05,67,077",49.03
2026-04-21,ICICIBANK,EQ,1356.2,1368.0,1393.1,1360.0,1385.6,1388.4,1382.63,23312455.0,32232421315.5,249510.0,"89,35,665",38.33
2026-04-22,ICICIBANK,EQ,1388.4,1380.0,1380.1,1365.0,1367.8,1367.6,1370.33,13613487.0,18654924562.1,210901.0,"88,76,042",65.2
2026-04-23,ICICIBANK,EQ,1367.6,1348.4,1354.0,1343.5,1347.0,1348.0,1348.93,20111792.0,27129405927.9,180688.0,"1,27,48,765",63.39
2026-04-24,ICICIBANK,EQ,1348.0,1336.3,1348.8,1324.0,1325.8,1326.2,1332.36,14056743.0,18728638323.0,192491.0,"1,10,27,327",78.45
2026-04-27,ICICIBANK,EQ,1326.2,1327.9,1335.9,1310.9,1316.6,1314.1,1319.21,15385625.0,20296818470.5,221899.0,"1,01,23,366",65.8
2026-04-28,ICICIBANK,EQ,1314.1,1314.3,1317.7,1286.7,1289.1,1292.0,1300.34,16774778.0,21812894339.1,197497.0,"80,21,364",47.82
